,reviewID,reviewContent,rating,usefulCount,coolCount,funnyCount
3197,yU-JUhfuLroZy1h5xyuXgA,"Great hotel, amazing views, great Sp.  The rooms were great and we can't wait to stay there again!",5,0,0,0
3198,bvsg8gkReFpRcaqD7SDaww,W sucked. Our room smelled like smoke and one of the rooms next to our non-smoking room on a non-smoking floor was like chimney.  Nice view but what's the point if it smells like an ashtray?,1,0,0,0
3199,CxZ3t1xCW2rOyuOA,"because i love W hotels, when my parents visited chicago again, i had them stay here. i told them it was a very nice, modern hotel. they looove modern but they were unimpressed. it was a cheap makeover of a dated chain hotel, and though the friendly staff has earned them a star, overall the experience wasn't great. aside from paying for a pricey room they added on a lot of additional costs such as internet, expensive parking and astronomically high breakfast costs. because of this, i cannot trust a brand anymore and will be using websites and also just walking in to see the feel for a hotel before i rely on the greatness of other locations...",2,0,0,0
3200,VeozriUmwsUC3VzJ6cVfQQ,"i like this slightly more than citycenter because its more airy. besides that it is kinda a pain in the ass to get to (i mean where would you walk there from?) it is a good time. i just wish that perhaps they would make the lobby a little darker at night. citycenter is just too dark ALL the time, but when this lobby turns into a lounge @ night i don't need to be reminded that light hurts my inebriated eyes.",4,0,0,0
3201,16awx7beEKFnqYOAWw5llw,Room was tiny and a bit beat up.  View was gorgeous.  Room service was overpriced...$68 for 2 burgers and 2 sodas...yikes!  Breakfast was excellent in the restaurant.  Complimentary drinks were also nice.,3,0,0,0
3202,yfvQke7JGpuO7SqjvmNifA,"I will just make a list of the awful experience we had- 1.  The doormen ignored us as we struggled out of the cab with the luggage. 2.  The hotel did not have our reservation (that was paid in full through Hot Wire.  Luckily I had my confirmation e-mail.) 3.  We were not told we had to use our key card to work the elevator and stood there looking very foolish. 4.  Wall covering was peeling off and taped up with scotch tape-very tacky 5.  The room had no information about the hotel (nothing telling us about restaurants, if there was a pool, if there was room service, etc.).  We never ate at the hotel because we could not get information about what was offered. 6.  Had to call at least four times for 1. a second bathrobe 2. a coffee maker 3. hotel information (which they never brought) 4.  bathtub flooded and the repair man had to come 7.  The bathroom door/shutter allowed people in the room to hear EVERYTHING-very awkward! 8.  Ice bucket was the size of a coffee mug-had to make several trips and eventually just ended up using the trash can 9.  Leaving for dinner the doormen would not help us.  They made comments to us like a bunch of construction workers but never got us a cab.  We ended up walking to the cab stand across the street. 10.  Terrible service on all levels.  Even though our second night was pre-paid we moved to another hotel for a much better experience.",1,0,0,0
3203,XazzMuJmcvk4TTFxNT13Nw,"My girlfriend and I stayed here over the weekend.  The room was booked through priceline.  While the hotel did have its high points (very comfy bed, nice TV, beautiful lobby, great views) the bad outweighed the good.  First off, someone made a terrible decision when designing the bathroom.  There's a wood slated window that opens from the bathroom into the rest of the room.  The door of the bathroom is also wood slated and it slides open and shut.  There is no over-head fan.  So what happens in the bathroom is essentially public knowledge to everyone else in the room.  Also, the walls are paper thin.  We could hear everything (and I really do mean everything) in the neighboring room.  While this is expected to a certain degree, it was a little too intimate for a four star hotel.  The W really does try to squeeze every dime out of you they can.  Even the cheapest of hotel chains offer free wi-fi in their rooms.  Why the W charges is beyond me.  Lastly, the W Lakeshore attracts a more boisterous crowd than I would have anticipated.  People literally yelling in the hallways at 3am.  Bottom line --- while we still had a good time, the next time we're looking for a nice place to stay in the city, we'll be avoiding the W Lakeshore.",2,1,0,0
3204,PSrVrL8Prol0wrIhuLWsJA,"my cousin somehow managed to keep her wedding on the small side. when you are dealing with hosting relatives from overseas in india, it can be tough with the expectations set in our culutre. i digress. modern without being tacky like IKEA was what we noticed. their banquet room for the wedding reception was on par with the chic lobby, very modern and well decorated. i think if you have a wedding there they do a discounted parking rate and it must be lumped in but i heard its otherwise fairly expensive to park your car. we didn't have to worry about it though. the service was great but i am not sure if it is consistent with four star service, still good though. the rooms were cramped and our view was pointing towards an office tower. what matters for us when we stay a night at a hotel is the cleanliness and quality of service. for weddings i am rating them five stars and for the room itself size-wise i am giving them three stars.",4,0,0,0
3205,aereaa87NXIsKomnzq2dvQ,"i stayed here for a conference in May 2010 and the hotel was fabulous. the service was exceptional. i stayed here for 2 nights and from the moment i checked in to the day i checked out the the staff were very accommodating. the lounge area was incredible, the crowd seemed to be having a super time and provided good food and drinks. the room itself was good, i did not request a view that was not of any importance to me. i will consider staying at the W for future visits as the location of the hotel is excellent! overall, the service of the staff was the selling point.",5,0,0,0
3977,aJ0mj8roLfkSPaPuDTt3jA,"Great hotel and location. The beds are very comfortable and the rooms are good sized. Unfortunately there is no fridge, so leftovers from restaurants is not really possible. Also the gym is pretty tiny, enough though it looks like they could have made the gym bigger if they wanted to. It has all the essentials, but space is tight for free weights. Besides that, everything was great. Especially the breakfast buffet. Absolutely incredible. It had an omelette section, fruit, pastries, salmon and cheeses, and a generic breakfast section (eggs, bacon, sausage, pancakes). Service was excellent and to top it off, you can eat in an area surrounded by water with flat screens with ESPN. Overall, great stay and highly recommended!",4,1,0,0
3978,xyJShZepycBk9N73bebJLw,"I stayed for a 3-day conference at the hotel.  I have stayed in other downtown hotels in NYC, SF, and London - the urban hotel is not a foreign experience. Summary: *  Bed.  Felt like a thin mattress sitting on a wooden board, and angled with feet higher than head; *  Noise.  Room was very poorly insulated from noise.  On the last night, we heard our neighbors arrive after midnight, argue - though only speaking loudly and not screaming - for several hours.  We could make out phrases and words fairly clearly  Additionally, the previous neighbor, we could hear clear words when spoke on the phone; *  Housekeeping cleaning neighbors at 7.30 am.  Given poor noise insulation, this woke me up on Sunday morning.  Not appropriate to be cleaning rooms at 7.30 am, unless some kind of emergency; *  Storage shortage.  No dresser, only few drawers in nightstand.  Heard fellow conference goers complain of the same experience in their rooms, respectively.  Bathroom had a tiny, glass shelf above the toilet and about 4-6"" of flat space next to the sink basin.  Towel bar - only one in the entire bathroom, and two, small, rob hooks; *  Parking.  $52/day!  Really?  Yes, I've paid that amount in Manhattan.  But, it seems steep for Chicago.  Even on Wacker; *  Taxi cab shortage.  On a rainy, Friday night, the cab line took about 30 min.  It was reportedly this way for much of the afternoon / evening.  Really?  If this is the City's largest hotel (as they told us when we checked in), and it positions itself as a premium property, shouldn't it make sense that they'd have relationships with taxi companies to try and get better supply on occasions such as that?  If it's rainy, and a Friday night, there will be city-wide shortage - so, what's the contingency plan for your hotel patrons?; *  Gym.  Finding the gym was a work out.  In the basement and down a fairly long hall, and past grandma's house did I go.  Not central to the room areas;  and *  Lighting in large meeting space.  Much of the conference was in a large meeting room in the West Tower.  The lighting in there was not so great, and difficult to see the people speaking from the raised platform/stage.  Needs better spotlighting. I will say that all of the staff that I met were very nice, and willing to help.",2,1,0,0
3979,BDH,"The service here? Pretty good. They were pretty helpful, and not considering weird rules for the convention we were at, I'd say they were very nice. The rooms were OK, nothing special, but at the price, they were not up to what I expected. The food was GROSSLY over-priced, even for hotel food. The breakfasts were especially expensive, even the buffett (though the Oatmeal Pancakes were awesome!) The best part was the view, which the worst was dealing with things like poor elevator performance (this can be a problem at large cons) and a layout that was at least a good deal more complicated than I expected. Still, cost and food knocks it down a good deal. And there were spiders outside the windows. Giant. Scary. Spiders...",3,1,1,1
3980,oid9wHAdyLyrTdxXpQTayg,"This hotel is hugeeeeee. Stayed here for my anniversary trip with my bf. Got a good deal thanks to travelzoo, $99/night? Hell Yes! Had an awesome view of downtown, room was spacious and clean. Had a working safe (a must for when I go on trips). The hotel was in close walking distance to Michigan Ave. and the River. We used the gym, it was quite a walk but I guess that's because the hotel is enormous. Overall, great hotel!",4,0,0,0
3981,jclTfC0D4P9vUV6ee9e4uA,Great location. Big size room and reasonable price. Just like any other Hyatt Regency in big city. This is where I usually stay for business trip.,4,0,0,0
3982,zzefLm7Jt9RiGOqBZBN5OQ,"My friends and I decided to meet up in Chicago for a weekend and ended up getting a room at the Hyatt Regency from priceline.  Not a bad deal for a pretty primo location near most things that you would want to do. So I showed up a few hours later than my friends and went to find the room on my own.  Be sure to ask which side your friends are on (West or East) as there are two separate buildings across the street from each other.  Naturally my friends were in the other tower so I had to truck it across the street.  But no worries, it is fairly easy to navigate. Rooms: sensor locks, HDTV, coffee maker, decent sized bathroom, blow dryer, etc.  Beds were comfy and I love the pillows.  The room had pretty thin walls - we could hear the neighbor's conversation and TV show through the bathroom walls, and people walking down the hall could be heard very well.  Just bring earplugs which, to me, is mandatory to get sleep in any hotel anyway.  If you stay up high enough you will have really good views of the city.  Oh and they have the blackout curtains like the ones you get in Vegas hotel rooms.  This is the BEST.  All places should have these. Hotel itself had a bar, a huge spacious lobby, a little market with Starbucks, ATM, gift shop, etc.  Cabs were easy to get and there wasn't really a line.  You can walk to the Pier and to the Magnificent Mile.  Nothing wrong with that. If you are looking for a great hotel location with reasonable rooms and amenities, you can do a lot worse than the Hyatt.",4,1,0,0
3983,LuwOKwPHB48Rb6Y46ytvVQ,"This hotel is kinda hidden so we had a difficult time looking for it, but it is close to everything.  Walking distance to Magnificent Mile and Millennium Park. The room is very modern and a decent size. Yay! Flat screen TV! However, the bathroom is terrible. I'm not complaining about the size, but the design is so stupid. Geez, can a girl get some counter space? While we're at it, can my boyfriend and I get some toilet paper without pulling a muscle? The toilet is right next to the shower so the holder was attached to the tiny corner between the two so you can't reach it. We ended up just putting the toilet paper roll on the floor.   I was also excited about a fridge listed as an amenity, but I opened the cabinet to find it empty. Sucked they didn't have free wifi either! I'll probably try a different hotel the next time I'm in Chi-Town.",3,1,0,0
3984,wdW6-FdMZBAmrqzbms-bzg,"Too big and impersonal. Also, they put a $70+ ""hold"" on your debit card for incidentals and CANNOT remove it until you checkout, even if you ask them to put it on another card. WTF?",1,0,0,0
3985,a2RB8yr2OqoGX7OZYb3wBA,"We are big Hyatt fans and Gold pass members so it pains me to write this.  However, our experience as this located was below average.  The front desk is way understaffed.  They had a total of 2 people working on a Friday afternoon.  Needless to say, it took us 1 hour to check in.  The valet was equally bad.  We called down to have our car ready 15 min. in advance and of course had to wait an additional 20 min. each time we picked up our car.  Not very good service for $52/day valet. The room were okay and clean, but nothing special.  The only good thing is that the location is perfect and convenient to everything.",2,0,0,0
3986,ZBZXBmRo3G8g4bBTKz14vg,"I love Hyatt! Im a gold member for a reason. You get perks if you're a member, such as late checkout, room upgrade, and free nights :) If you are a member sometimes they award you with free passes to their spectacular breakfast buffet which is usually just as fancy and expensive as the rest of the amenities. I have loved the Hyatt in any city I've stayed. Always very clean, and modern. This specific place was perfectly located close to everything. Of course with that said, it was packed and they couldnt accommodate us in our room when we arrived, therefor we had to wait around town after arriving from the airport until the occupant for the room wanted to leave. To make up for the inconvenience, they offered me and my mate one of the prestigious hotel's suite on the top floor. Too bad there were only two of us to enjoy such a treat because that place had room for about 4 families. lol it was def a good night! And there is a bar in the hotel, so you dont have to go very far If you dont want. Every Hyatt ive been to has been superb in all aspects; customer service, appearance, & top of the line comfort.",5,1,1,0
3987,thjQbbpiVlwoljWsPYTvug,"Better than I thought it would be.  In fact, overall, I really don't have a big complaint about this place. Stayed for a conference at the same time Lollapalooza was going on and the staff did a good job keeping the groups separate but happy. They added cell phone coverage to the basement conference-level floors which is a huge help so kudos for them for doing it.  The Big Bar served nice drinks and was a good place to sit and watch the thunderstorm roll in.   Other plusses? Good breakfast buffet. Comfortable bed. Downsides? Street noise (right near a fire station) and slow internet.  Lobby is a little bit of a mess with renovations ongoing.   Would I come again? Sure, if the conference were staying there. The problem is that there are so many other great places to stay nearby (eyeing the Radisson Blu) that its hard to seek this one out. But it was A-Ok in my book and a solid place to stay for business.",3,0,0,0
3988,LBYoDEfYdiHDRTIYCKt9Jg,"Beautiful and luxurious hotel. Central Location, within walking distance to Navy Pier, Millenium, and Manificent Mile. Huge luxury hotel. Expensive parking (but its Chicago). Wi Fi charge for the room but free in lobby on the 2nd floor. Love the connection to Houlihans at Michigan Avenue...open for breakfast, lunch, and dinner. Small Grocery store one block away. Sensor locks on the hotel doors. Booked with third party retailer and never felt like it. Ipod alarm clock, coffee w/maker, flat screen, and the most comfortable bed that I have slept in. In room-safe. Instead of the amazing riverview, I had the view of the Fire Departmnt and the amazing looking Radisson Blu hotel. Greeted by name when I made a phone call. Offered a free USA Today because I passport member....many conferences going on but did not feel crowded. Bar is a little pricey, but hey, it's Downtown Chicago. I was more of a Houligans gal with the drink specials and plate specials.  I have stayed at this property in the past and could never afford to at the non-third party retail rate, so I appreciate that they offer a gal like me, ""caviar and champagne lifestyle"" on a ""sardines and Tang"" budget. They will continue to offer this, I will cross my fingers EVERY TIME for the Hyatt.",4,0,0,0
3989,FhMlNYzXGpXlaivhLxx2PA,"My home during my first visit to Chicago. Nice staff, very clean and great amentities. The location was perfect for where we wanted to go. The room was a good size with a nice view. The bed was heavenly. And, don't forget to check out the Big Bar! I would give it 4.5 stars because there was no pool on site, but I'm rounding up because I wouldn't have had time to spend there anyway!",5,0,0,0
3990,FZVQ2H1gTabhcnPQKBHPMw,This was a great hotel and we had an awesome view from our 19th floor room. It's in a perfect location only minutes from Navy Pier and all the other hotspots in downtown Chicago. This is a VERY busy hotel and the staff handles it perfectly. No complaints!,5,0,0,0
3991,Qsen3Pjk7kR4KV0R8fqGwA,"Excellent location: Convenient to Miracle Mile, Millennium Park, Navy Pier, Garrett's Popcorn, shopping, and the train. I mean, most everything is literally right around the corner. Gorgeous lobby - the layout of the hotel amenities were a little disheveled though. Also, in addition to no free wifi in the rooms, apparently there is a also fee required to use the business center as well -  the rude employee at the door made us very aware of that. All of the other employees were amazing... except that chick. Nice rooms and ridiculously comfy beds - so much so that I overslept for an outing with a friend of mine, geesh! I would recommend this hotel to anyone staying in the area.",4,1,0,1
3992,qgYoVlwA4Xu6JnzVAkNW9w,"Writing this review after a sleepless night so I'm a bit cranky. Bed was one of the more comfy ones, but the ac was excessively loud and the room dry, city traffic and neighbors noisier than what I've experienced in Manhattan even though we are on the 27th floor (thin windows and walls), and the toilet makes a loud squeaking noise each time it's flushed. As for the rest of my stay, pros were the views, the location, and the service. Other cons were - the hotel common areas were freezing in the middle of summer and the hotel pub stopped serving food and drinks before midnight. May come back if there is a great deal, but need to be armed with ear plugs, sweaters, and sleeping pills.",3,1,0,0
3993,wxRxf8xLirhn8Q6,"Just checked in (we'll be here for four nights) and the staff has been excellent so far!  Smooth check in (at noon none the less), comfy bed, got free internet with the word of the week and now we are getting ready to head to some museums!!   Looking forward to a great stay here in Chicago! I've stayed here before and it's always great!",5,0,0,0
3994,69wsA2Qy-TlRqfjFjnCn8Q,"Missing a fridge, otherwise would have given 4 stars.",3,0,0,0
3995,hIfUBu9i8szuyrmvIROc4Q,LOCATION LOCATION LOCATION Here during St Patricks Day weekend. Even Prez Obama was in town.. Great room rate via Priceline. Can't touch anything for less than twice the $$$. Too bad the Yellow WaterTaxi was shut down for the weekend. Crazy weather... no snow. People are running around with just shorts and t-shirts. Saw the Chicago River turn St Patty's green.,4,2,2,0
3996,IcCrvy4suWWpWTUzBTJ43Q,"Tired, smells, bad restaurants, full of conference, avoid at all costs.",1,0,0,0
3997,ROQFD2LkTLPoJTs34zlc6g,"Was lucky enough to be put in a room w/ a fantastic view of the river and the Hancock Building.  Nicely appointed room w/ a very comfy bed.  Great location w/in walking distance of some stellar shopping, subway and Millenium Park.  Was a bit shocked at the $52 per night parking for my $40 a day rental car.  Good thing I had had some wine when I learned about it, the sticker shock just made me laugh!",4,0,0,0
3998,7J29JC9b5veg,Excellent service and staff. Can't say enough good things about this location. Top notch for an event. The service managers are amazing and will bend over backwards to get the job done. Catering was great as well!,5,0,0,0
3999,Jp,"I was privileged enough to experience Chi town for the first time in only a one and 1/2 day/short stay for a work convention I was coordinating. Our event took place at this hotel so how convenient is it that we got to actually stay here? :) I absolutely LOVE the location of this hotel because it's right smack dab near all the best restaurants and touristy spots in Chicago. And since we didn't have a rental car, my coworker and I got just a tiny bit of downtime to enjoy a nice stroll downtown and have my very first deep dish Chicago style pizza for lunch! And we had this event in May so Chicago...wasn't really the ""Windy City"" that it normally is. It was like summertime. My room here was amaze-balls! I had a huge comfy King-sized bed all to myself and I remember the pillows being marshmallow heavenly snuggle bunnies. The bathroom and the room itself was very modern contemporary, just the way I like it. The BEST thing about the room was the actual view that I had. Such a gorgeous view of the city and the water! I also liked the bar they have here. It was a pretty happenin' spot. I actually enjoyed a few strong drinks here with coworkers at the time (mind you, I don't think I turned 21 yet then...sssh!). They had this HUGE fishbowl of a margarita that came out and after sipping down more than 1/2 of that, I was quite impressed with the rest of my stay. ;) I also like the promptness of the customer service here. Especially when ordering room service. They brought up some late night snacks for me so quickly since I was straight buzzin after that margarita. LOVE me some room service baby. All in all, a pleasant stay here. It would have been nice if I to stay a few more nights and explore. Oh wells, next time I have a huge amount of random cash rollin' in, I'ma make my way back out to this city and hopefully get to stay here!",5,3,2,0
4000,QBev6STWjNZ7AKThq5NeIQ,"Jennifer K., I don't care whatsoever about Facebook and and I certainly don't need to be blasted with Hyatt Regency ads the rest of my life to get some stupid deal of the week.   If Starbucks can provide free wifi with the purchase of a $1.95 cup of coffee, why can't the Hyatt provide it when folks are paying $195.00+ per night for a hotel room? AND my friends who did pay for wifi said it was extremely slow and not worth the cost. I recommend that you hire some consultants and get your network working properly. There are tons of hotels in Chicago that are right within the vicinity, for example, the Sheraton, Radisson, Fairmont, W, Westin, Marriott, etc.  It is a huge assumption on your part that I would ever stay at this Hyatt again, so, thanks but no thanks for seeing you for some special deal.",1,1,0,0
4001,7DHAdXpzt4Du62FUFlMdkw,"I'm writing this review as I'm laying in the Hyatt bed right now. Mind you, it's 3:45 pm in the afternoon, and I feel no desire to get out of bed anytime soon.Their bed is probably one of the comfiest things I've ever slept on!!! This is a massive hotel right in the middle of Chicago. I got a great deal online and could not be more pleased. The only drawback is that they charge for internet, but if you ""like"" them on Facebook, there are sometimes free internet specials. Also, their business center is closed at night so that's also kinda annoying. Otherwise, nice large room, wonderful location, perfect location. I would highly recommend this hotel! ----------------------- UPDATE: I just received the sweetest gift of delicious toffee candy and a sweet card wishing me good trip from the Hyatt about 30 minutes after writing this review. Yes, I'm still in this amazingly comfy bed. It is certainly the little touches that makes this a great hotel!",5,0,0,0
4002,7Ov1CDqRYutDRXPedZgGmg,"I've stayed at the hotel multiple times with the most recent being April 7-8.  We booked through http://Hotels.com and received a king size room with complimentary valet parking for $137 including taxes (valet parking alone is usually $52).  I've also found great deals on Priceline in the past as well. We arrived early on Saturday morning since we were attending the Cubs game.  We knew the rooms wouldn't be available, but checked in and left our luggage at the bell desk.  We received a call an hour or so later informing us the rooms were ready.  We stayed in the West Tower and had a beautiful room with a great view of Lake Michigan. The hotel is always crowded, but it's always been quick and friendly service.  The bar is great with good drinks and food. We were checking out on Sunday morning, but wanted to take advantage of the beautiful day and bum around the city.  We were told we could leave the car in valet parking until 6:00 which was great - most places will typically charge for another day if you keep the car past the check out time.  The bell desk was very accommodating and even suggested we head down to the lower level and the parking attendants would bring the car around so we could preload and then park it until we were ready to leave so we could avoid the lines picking up our bags later. The hotel is centrally located - great restaurants, Millennium Park, Navy Pier and so much more in walking distance.  We also discovered the water taxi stop across from the hotel and took advantage of the $4 ride back from Navy Pier.",4,0,0,0
4003,eIU-JzvuMt,"Booked this hotel using Priceline's Negotiator app. Payed less than $100 all in. Great deal, clean room. The only thing that sucks is parking. It was $52 at the hotel and there's a lot (that's almost impossible to find) nearby that's $32. But you have to expect that you're going to pay that much for overnight parking downtown in any major city",5,0,0,1
4004,iHT2gGHWI6EDnObSnVyeHg,"I have never seen such Small 5 star rooms and we paid a junior suite with no view.  Upgraded to another suite in West side of building, this one was much nicer and more spacious with a wonderful view.   The hotel has 5 star service, but the rooms are average and don't offer that luxury or classy feeling for the price (beds are super comfy).  Room service food was good, we especially loved our breakfast. Our room was quiet and felt like we were in a different hotel, until ppl checked in next door, we heard their entire conversation (luckily it didn't last long, unfortunately their snoozing of the alarm at 3am did). I would book again if I was a business traveler, visiting or having family in, but not a romantic (it was my partners bday) stay.  Also avoid Nataly at the check-in desk.  Shes a bit grumpy, rude and needs some sleep...but i guess we all have our off days",3,3,0,0
4005,L2Bf2O3KCjlZ-DDUzsw1RQ,"The beds are really comfortable, but that may be one of their only redeeming factors.  At 7:30am there was a really loud knock on our door that woke us up.  Confused, my friend got up and opened the door.  For some reason a maid decided to bang on our door and walk away.  Really?  We went down to the front desk and complained, which got us 2 vouchers for brunch at the bistro.  Their buffet was not worth the $22/person, and we would have been very unhappy if we had actually had to pay for it.  There's nothing special about it at all, but at the same time it wasn't bad.   The location is good, and the people at the front desk are nice.  It's also super busy, because it seems like huge groups on business choose the Hyatt Regency.  I only stayed here since my friend was visiting for the weekend and didn't want to trek back to my apartment.  In the future we'd definitely book somewhere else.",2,1,1,0
4006,mtRhRSz2QN9l2mUkNP,Stayed here for my recent conference and overall not a bad hotel. Scored a great deal off Priceline. Standard room with a decent view if you're on an upper floor facing the city. The location is pretty close to major occurances in the city. The bar is open late with good food. Room service is nominal.,3,0,0,0
4007,HoatLjegyNyL3HC-38nPUw,"We bid on a room in priceline so we got a great deal plus this hotel was close to everything we wanted to go to at night so that was perfect. I didn't really expect much because I was happy just to be in Chicago. When we drove into the hotel, it look pretty nice and very big. First thing you notice when you walk inside is the hugh space that have and the restaurant right in middle of everything. We got our room and walked upstaire and it was pretty good w/a nice view of the lakes. Our friends got another room 10 rooms from us so we were pretty close to each other. I am glad we got to stay here. ***the only drawback is the $60 overnight parking but lucky we got the front office to waive that for us. Also our friend didn't have a good nite sleep because of people partying in the room next door but lucky they move room because the noise level was too much for them.",4,1,1,1
4008,zeo093rIJ3VrDhTE7LRVKg,"""The largest Hyatt in the world,"" according to the desk receptionist.  This is a fantastic hotel, definitely a highway robbery of a deal I got on Priceline at the last minute.  The gym is absolutely state-of-the art.  I would even venture to say that it may rival stand-alone gyms in many cases.  For example, the treadmills can not only estimate your BMI, they can also give you a rough estimate of VO2 max as well.  While this technology is state-of-the art, think about how often you see something like this at a hotel gym.  There is also a wide selection of free weights as well and plenty of TVs. The room?  Also pretty nice.  The key cards don't need to be slid through the door; they are just tap onto the door and you're in, which I've seen at only one other hotel (Flatiron Toshi in Manhattan).  I had a fantastic view of the skyscrapers from my window.  I noticed that by the bedside, there weren't electrical outlets at least by the tables, but you had great flat-screen TVs. There's plenty of food options that are available.  A Starbucks in the building, a small cafe type area and also a great looking place for dinner, though I can't comment on the food as I have never had the time to eat there. Check-in and check-out are also out of this world.  You can check-in with a reeptionist, or you can check in completely on a kiosk, like you're an airport.  The check-out is also handled on the kiosks as well, as well as a drop off box before you leave as well.  The doormen are very helpful and courteous.  If you're staying for business or pleasure, see if you can snag a room at this amazing hotel situated on Wacker and not far from Michigan Ave and Grant Park.  http://Hotels.com say that many of these rooms are at least $200 a night, but if you get lucky and Priceline it, you can get yourself a great bargain.  Perfect for a romantic weekend if you're looking for a good hotel to stay the weekend in Chicago.",5,2,2,1
4009,Ca82KkqWr8n8siAQOk8VOg,"Great hotel! For what we paid (Priceline, HOLLA!) I thought this place was a steal. The location is perfect, too! Chicago winter aside, it was within walking distance to Millennium Park, the Art Institute of Chicago, Sears Tower, and like 50 million pizza places. Also, there's a bar downstairs and it's called BIG. You do the math on that one. ;)",4,0,1,1
4010,Z3ojG7ysTfGTWiUBk8Gsbg,"My review might be biased, based on what I feel is a FANTASTIC price that we got for this hotel on Priceline.  We didn't expect to get such a great location downtown for our budget.  Wow, this hotel is huge.  It's a little old, so the design of the structure itself and the layout of the lobby areas feel outdated, sort of early 80's high-end business-modern.  That was probably the biggest drawback. Seriously!  If you like to feel like you are entering a posh hotel from the moment you drive up, this probably isn't the right hotel.  Otherwise, the room was updated and comfortably appointed, no complaints there at all.    We were placed close to the elevator, so I was concerned about noise.  We didn't hear a peep!  Impressive.  We LOVED this location - right on the river, JUST off Michigan Ave. (which I view as a positive, cutting down on street and pedestrian traffic outside of the hotel), it was perfectly positioned to walk the river, the magnificent mile, and Millenium Park.  Will return!!",4,2,1,0
4011,7T5RbxscFd6qctrgWKlAnw,"My boyfriend & I stayed the weekend 7/6th-8th for a small getaway before he leaves for military training. I must say I loved our room. We had a beautiful view, beds were comfortable and had some good carrott cake!! Location is perfect...near navy pier, AMC & Lucky Strikes and of course Michigan Ave! Good times!",4,0,0,0
4012,8aPS-ToY-SJhnYnfufitZA,"For the price we got this place for on Priceline, this place was wonderful. One of the more centrally located hotels in Chicago that's still affordable (at least in the off-season). It's not right in the middle of everything, but it's just a couple blocks up from Michican Ave. right along the Chicago River. We had a partial view of the river from our room, which was pretty cool. The bathroom was probably my favorite part of this room. I really liked the backlit mirror for some reason. I know it was cold outside, but the water did take a very long time to heat up (both the sink and the shower). The bed was comfortable and the room was clean, though there was a small towel on the floor in front of the bathroom when we first arrived and one of the pieces of art on the wall looked like it had some grease/fingerprints on it. Not a big deal, but attention to detail could have been a bit better. The walls weren't particularly soundproof either - there was a baby that was screaming for a good hour or so in the room next door to us, and it was pretty audible. Luckily it wasn't until around 9am and we were already awake anyway. Although we did get a great price on the room, there's two primary reasons I'm giving this place 3 stars instead of four: $9.95 per day for internet, and $52.00 per day for parking. I know it's the middle of the city, but come on now. Also, the business center is only open until 5pm every day so you're basically forced to pay for the internet if you need to print something. The girl at check-in was nice though and in general we were very satisfied with our stay here. Hopefully next time I won't be bringing my car if I stay here again.",3,0,0,0
4013,VyEKbM39CLRFxoFFuyKLLQ,Great room for the price. Room service was good. Location was awesome. Nice interior design and I especially loved the bathroom decor. Great mini-bar and nice conference room. I would definitely stay again.,4,9,10,7
4014,3C9Mr4BY3pDALMLWyAN22A,"""You know you're in a good hotel when the wall art isn't ugly."" Anyway, this place is the bomb-diggity. The location couldn't be more convenient for all your tourist-y out-of-town needs and if you get your room on priceline (meh I don't get paid for this free endorsement) then you can easily score a good deal. ($129/night with two queen beds.) (WHAT?!?!?!) Also, they know you'll forget to bring your iphone charger because it's the last thing you think about after you've packed in all your clothes and crap so they are considerate enough to throw you an iphone/ipod dock charger in your room. Beds are squishy soft. They are totally awesome.",5,1,1,2
4015,rWyPVgqEps,"I don't know, I guess our stay here was fine.  Nothing exciting, the room was decent, and the bathroom was pretty nice. The check in process was smooth, but we were unable to use the in-room checkout for some reason. If you like them on FB they have been running promotions for 24 hours of free internet with the secret password, which is good since they charge something like $14 a day. We ate breakfast downstairs one morning, it wasn't great.  We ordered off of the menu instead of getting the buffet, I wish we had skipped it all together.  There is a Corner Bakery a block or so away, it was better and cheaper for sure. The location was pretty much perfect- close to shopping and dining.",3,1,0,0
4016,LpKXxu6FskaWWd46m,"My favorite hotel in Chicago, hands down! And not just because of the Big Bar... I'm going to go ahead and not take a star off for the room next to me in which two very... aggressive... individuals decided to... how do I say this... what's that song? ""Do it like they do on the discovery channel?"" Yeah. All night long. FML. They're also heavy smokers and I'm pretty sure you're not supposed to do that here. This morning I woke up to the sounds of them throwing up -- not even kidding. But that's not the hotel's fault. What I love most about the Hyatt Regency is that much like the city it's in, it's so busy all the time. This has to be one of the busiest hotels I've seen and I love the energy, plus the people watching is superb. As I mentioned before, a trip to the Big Bar where you can pick up an oversized drink, is definitely in order. There's also a Starbucks in the lobby which is more than convenient. The room service is prompt and comes along with a great menu... this morning I had the ""green and white eggs"" which comes with kale, avocado, and sprouts... they have certain things designated healthier than others which I'm always a fan of. The Hyatt also has a late night menu that runs I believe until 6am, for those of you who party your pants off in Chicago. I love the energy of the Hyatt Regency, and when I told the guy at the front desk I was from St. Louis and our Cards just took game 6, he upgraded me to a king size room with a gorgeous view. Highly recommended for a downtown Chicago hotel!",5,7,4,4
